Home,Away,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date
New Orleans Pelicans,Toronto Raptors,0.564,0.445,0.357,0.757,46.0,22.8,13.2,9.6,4.9,2.2,112.0,109.8,0.545,0.393,0.443,0.327,0.794,46.1,25.1,14.7,7.7,4.3,-3.6,108.1,111.4,0.545,1,02/14/2022
Chicago Bulls,San Antonio Spurs,0.386,0.466,0.356,0.742,45.1,27.8,12.5,7.7,5.1,0.2,111.1,110.7,0.552,0.632,0.482,0.375,0.814,43.5,24.7,13.1,7.2,4.6,2.0,113.2,111.4,0.583,1,02/14/2022
Utah Jazz,Houston Rockets,0.273,0.451,0.345,0.714,42.0,22.6,16.8,7.2,4.6,-8.8,107.0,115.7,0.561,0.625,0.472,0.36,0.78,46.9,22.6,14.5,7.2,5.0,6.7,115.6,108.9,0.591,1,02/14/2022
Denver Nuggets,Orlando Magic,0.224,0.433,0.331,0.784,43.7,23.4,14.8,6.8,4.7,-8.4,103.7,112.1,0.536,0.554,0.473,0.353,0.786,44.7,27.7,14.4,7.3,3.8,2.0,111.9,110.0,0.578,1,02/14/2022
LA Clippers,Golden State Warriors,0.737,0.466,0.362,0.765,46.4,27.5,15.4,9.3,4.9,7.5,111.5,104.1,0.58,0.483,0.452,0.36,0.785,44.1,23.5,14.3,7.5,4.5,-1.6,107.1,108.6,0.555,1,02/14/2022
Minnesota Timberwolves,Charlotte Hornets,0.5,0.458,0.36,0.737,43.8,26.6,13.0,8.6,4.7,-0.7,111.7,112.4,0.561,0.526,0.449,0.352,0.769,44.1,24.8,14.3,8.6,5.7,1.6,112.0,110.2,0.561,1,02/15/2022
Phoenix Suns,LA Clippers,0.492,0.454,0.361,0.782,44.1,23.6,14.2,7.5,4.5,-1.3,107.3,108.6,0.557,0.821,0.481,0.361,0.792,46.1,27.0,12.9,8.5,4.2,8.2,113.6,105.4,0.576,1,02/15/2022
Philadelphia 76ers,Boston Celtics,0.569,0.45,0.338,0.814,47.4,23.7,14.3,7.4,6.0,4.8,109.7,105.0,0.559,0.607,0.464,0.357,0.811,43.7,23.9,13.0,7.9,5.9,2.5,111.2,108.4,0.568,0,02/15/2022
Atlanta Hawks,Cleveland Cavaliers,0.614,0.466,0.352,0.754,46.3,25.9,15.3,7.4,4.4,4.5,109.7,105.3,0.566,0.464,0.466,0.373,0.805,45.1,24.7,12.6,7.0,4.4,0.0,113.3,113.2,0.574,1,02/15/2022
Miami Heat,Dallas Mavericks,0.579,0.454,0.339,0.77,45.5,24.6,13.1,7.4,4.2,3.3,110.3,106.9,0.559,0.649,0.462,0.376,0.815,45.8,26.5,15.4,7.9,3.3,4.8,112.2,107.4,0.578,0,02/15/2022
New Orleans Pelicans,Memphis Grizzlies,0.69,0.459,0.341,0.734,48.7,25.2,13.3,10.0,6.3,4.8,112.8,108.2,0.549,0.404,0.445,0.329,0.795,46.2,25.4,14.7,7.7,4.4,-3.0,108.4,111.1,0.548,0,02/15/2022
Milwaukee Bucks,Indiana Pacers,0.328,0.455,0.334,0.769,45.2,24.6,14.6,7.0,5.6,-2.7,110.2,113.0,0.555,0.603,0.459,0.362,0.776,46.3,23.2,13.6,7.7,4.2,3.3,112.3,109.1,0.572,1,02/15/2022
Memphis Grizzlies,Portland Trail Blazers,0.414,0.448,0.355,0.762,44.7,23.2,14.0,7.7,4.7,-4.0,109.2,113.5,0.559,0.695,0.46,0.341,0.731,48.7,25.3,13.3,10.1,6.3,5.0,112.9,108.3,0.549,0,02/16/2022
Los Angeles Lakers,Utah Jazz,0.632,0.473,0.361,0.782,47.0,22.8,14.5,7.2,5.0,7.2,116.0,108.9,0.592,0.456,0.466,0.35,0.722,43.9,23.7,14.4,7.8,5.5,-1.5,108.8,110.3,0.562,1,02/16/2022
Orlando Magic,Atlanta Hawks,0.474,0.467,0.374,0.807,45.0,24.8,12.6,7.0,4.4,0.1,113.6,113.4,0.575,0.22,0.433,0.33,0.786,43.6,23.3,14.8,7.0,4.7,-8.5,103.7,112.1,0.537,0,02/16/2022
Boston Celtics,Detroit Pistons,0.211,0.42,0.317,0.775,42.9,22.7,14.6,7.8,4.9,-10.3,102.8,113.0,0.522,0.576,0.452,0.343,0.814,47.5,23.8,14.2,7.3,6.1,5.6,110.3,104.8,0.562,0,02/16/2022
Indiana Pacers,Washington Wizards,0.464,0.463,0.323,0.78,44.7,24.4,13.5,6.4,5.0,-3.1,108.9,111.8,0.558,0.322,0.456,0.336,0.763,45.1,24.7,14.5,7.0,5.5,-2.8,110.3,113.2,0.555,1,02/16/2022
New York Knicks,Brooklyn Nets,0.526,0.468,0.351,0.812,45.0,25.1,13.9,7.1,5.4,0.2,111.4,111.0,0.568,0.431,0.434,0.352,0.75,47.5,22.2,14.0,7.1,5.1,-1.5,108.3,110.2,0.544,0,02/16/2022
Oklahoma City Thunder,San Antonio Spurs,0.379,0.466,0.355,0.741,44.8,27.8,12.4,7.7,5.1,0.0,111.0,110.8,0.552,0.316,0.418,0.313,0.763,46.4,21.5,13.7,7.6,4.7,-6.7,102.0,108.5,0.518,0,02/16/2022
Minnesota Timberwolves,Toronto Raptors,0.554,0.443,0.355,0.757,46.0,22.6,13.1,9.5,4.9,1.6,111.7,110.1,0.543,0.534,0.448,0.349,0.764,44.2,24.8,14.2,8.6,5.7,1.7,111.8,110.1,0.559,0,02/16/2022
Chicago Bulls,Sacramento Kings,0.373,0.456,0.344,0.763,43.6,23.2,14.1,7.2,4.6,-4.9,109.3,114.2,0.555,0.638,0.483,0.376,0.814,43.6,24.6,13.1,7.1,4.6,2.2,113.3,111.3,0.584,1,02/16/2022
Phoenix Suns,Houston Rockets,0.268,0.451,0.344,0.713,41.9,22.6,16.8,7.1,4.6,-9.3,107.0,116.2,0.561,0.825,0.481,0.361,0.791,46.2,27.0,13.0,8.5,4.2,8.2,113.4,105.2,0.576,1,02/16/2022
Golden State Warriors,Denver Nuggets,0.561,0.473,0.354,0.789,44.7,27.6,14.6,7.3,3.8,2.1,111.9,109.8,0.578,0.724,0.465,0.363,0.765,46.3,27.4,15.4,9.3,4.8,7.1,111.4,104.4,0.58,0,02/16/2022
LA Clippers,Houston Rockets,0.263,0.451,0.343,0.716,42.0,22.6,16.7,7.1,4.6,-9.2,107.1,116.2,0.561,0.483,0.453,0.36,0.781,44.1,23.6,14.2,7.6,4.6,-1.4,107.1,108.5,0.555,1,02/17/2022
Brooklyn Nets,Washington Wizards,0.456,0.463,0.326,0.78,44.7,24.4,13.5,6.4,4.9,-3.1,108.9,111.8,0.558,0.534,0.468,0.35,0.808,45.1,25.0,13.8,7.1,5.3,0.2,111.5,111.0,0.567,0,02/17/2022
Charlotte Hornets,Miami Heat,0.638,0.461,0.375,0.815,46.0,26.4,15.3,7.8,3.3,4.6,112.1,107.6,0.577,0.492,0.457,0.358,0.738,44.0,26.6,13.0,8.5,4.7,-0.8,111.5,112.2,0.56,0,02/17/2022
New Orleans Pelicans,Dallas Mavericks,0.586,0.453,0.34,0.767,45.4,24.7,13.1,7.3,4.2,3.4,110.4,106.9,0.559,0.397,0.446,0.327,0.796,46.0,25.3,14.8,7.7,4.4,-3.2,108.5,111.4,0.548,0,02/17/2022
Milwaukee Bucks,Philadelphia 76ers,0.596,0.462,0.355,0.812,43.7,23.8,12.9,7.9,5.8,1.6,110.9,109.0,0.566,0.61,0.461,0.362,0.775,46.2,23.3,13.6,7.7,4.1,3.4,112.4,109.2,0.574,0,02/17/2022
Brooklyn Nets,Boston Celtics,0.567,0.453,0.344,0.814,47.2,23.9,14.3,7.3,6.1,5.5,110.3,104.9,0.563,0.525,0.467,0.351,0.806,45.1,24.9,13.9,7.1,5.3,0.0,111.4,111.2,0.566,0,02/24/2022
Oklahoma City Thunder,Phoenix Suns,0.828,0.482,0.36,0.791,46.1,27.0,12.9,8.5,4.2,8.1,113.5,105.4,0.576,0.31,0.418,0.313,0.762,46.5,21.6,13.6,7.5,4.7,-6.7,102.0,108.6,0.517,0,02/24/2022
Minnesota Timberwolves,Memphis Grizzlies,0.683,0.459,0.341,0.734,48.6,25.2,13.3,10.1,6.3,4.8,113.1,108.6,0.549,0.525,0.447,0.347,0.763,44.2,24.8,14.3,8.5,5.8,1.4,111.5,110.0,0.558,1,02/24/2022
Chicago Bulls,Atlanta Hawks,0.483,0.468,0.377,0.807,45.0,24.7,12.5,7.0,4.5,0.5,113.9,113.3,0.577,0.644,0.483,0.376,0.817,43.7,24.6,13.1,7.1,4.5,2.3,113.4,111.4,0.584,1,02/24/2022
Sacramento Kings,Denver Nuggets,0.569,0.473,0.355,0.79,44.8,27.6,14.6,7.3,3.7,2.1,111.9,109.9,0.578,0.367,0.456,0.345,0.765,43.5,23.2,14.1,7.2,4.6,-5.0,109.4,114.3,0.557,0,02/24/2022
Portland Trail Blazers,Golden State Warriors,0.712,0.466,0.362,0.763,46.1,27.4,15.3,9.4,4.8,7.0,111.4,104.6,0.58,0.424,0.449,0.356,0.762,44.7,23.2,14.0,7.7,4.7,-3.9,109.5,113.7,0.56,0,02/24/2022
Detroit Pistons,Cleveland Cavaliers,0.603,0.466,0.353,0.755,46.3,26.0,15.3,7.4,4.4,4.3,110.0,105.8,0.567,0.224,0.421,0.32,0.775,43.0,22.8,14.7,7.8,4.8,-10.1,103.0,113.0,0.522,1,02/24/2022
Charlotte Hornets,Toronto Raptors,0.561,0.443,0.354,0.758,46.0,22.5,13.1,9.5,4.9,1.8,111.5,109.8,0.543,0.483,0.456,0.356,0.737,44.1,26.6,13.0,8.5,4.7,-0.9,111.3,112.0,0.559,1,02/25/2022
Orlando Magic,Houston Rockets,0.259,0.451,0.343,0.716,41.8,22.7,16.8,7.1,4.6,-9.5,107.1,116.4,0.56,0.217,0.433,0.33,0.787,43.6,23.3,14.7,6.9,4.7,-8.7,103.8,112.4,0.536,1,02/25/2022
Washington Wizards,San Antonio Spurs,0.39,0.466,0.354,0.743,45.0,27.8,12.5,7.7,5.1,0.1,111.0,110.6,0.551,0.466,0.464,0.328,0.78,44.6,24.5,13.5,6.4,5.0,-2.8,109.1,111.7,0.56,0,02/25/2022
New York Knicks,Miami Heat,0.644,0.46,0.373,0.812,46.0,26.5,15.3,7.7,3.3,4.6,111.9,107.4,0.575,0.424,0.434,0.352,0.752,47.5,22.2,14.0,7.2,5.2,-1.6,108.4,110.3,0.545,0,02/25/2022
Minnesota Timberwolves,Philadelphia 76ers,0.603,0.462,0.355,0.813,43.7,23.8,12.9,7.8,5.8,1.6,111.0,109.2,0.567,0.533,0.447,0.348,0.762,44.1,24.8,14.2,8.5,5.8,1.5,111.6,110.0,0.559,0,02/25/2022
Utah Jazz,Dallas Mavericks,0.593,0.455,0.343,0.766,45.3,24.6,13.0,7.3,4.2,3.5,110.8,107.2,0.561,0.621,0.473,0.361,0.783,46.9,22.7,14.5,7.3,5.0,7.0,115.9,109.0,0.592,1,02/25/2022
Phoenix Suns,New Orleans Pelicans,0.39,0.447,0.328,0.794,46.0,25.2,14.7,7.7,4.3,-3.3,108.8,111.7,0.549,0.831,0.482,0.36,0.793,46.0,27.0,13.0,8.6,4.3,8.3,113.5,105.2,0.578,0,02/25/2022
Los Angeles Lakers,LA Clippers,0.492,0.455,0.363,0.782,44.2,23.8,14.3,7.6,4.6,-0.8,107.6,108.4,0.558,0.466,0.466,0.349,0.72,43.9,23.8,14.4,7.9,5.5,-1.4,108.8,110.3,0.562,0,02/25/2022
Indiana Pacers,Oklahoma City Thunder,0.305,0.419,0.312,0.763,46.3,21.6,13.6,7.6,4.7,-6.9,101.9,108.7,0.517,0.333,0.457,0.335,0.761,45.0,24.8,14.5,7.0,5.5,-2.7,110.4,113.1,0.556,0,02/25/2022
Detroit Pistons,Boston Celtics,0.574,0.455,0.345,0.812,47.2,24.0,14.3,7.4,6.1,5.8,110.6,104.8,0.565,0.237,0.421,0.32,0.778,43.2,22.8,14.6,7.8,4.9,-9.9,103.1,112.9,0.523,0,02/26/2022
Atlanta Hawks,Toronto Raptors,0.552,0.443,0.353,0.754,45.8,22.5,13.2,9.4,4.9,1.2,111.2,110.0,0.542,0.475,0.467,0.376,0.804,45.0,24.7,12.5,6.9,4.4,0.4,113.8,113.3,0.575,1,02/26/2022
Cleveland Cavaliers,Washington Wizards,0.458,0.466,0.33,0.781,44.3,24.6,13.5,6.5,5.0,-2.9,109.4,112.0,0.562,0.593,0.466,0.353,0.753,46.2,26.0,15.3,7.4,4.5,4.1,109.9,105.8,0.567,1,02/26/2022
Miami Heat,San Antonio Spurs,0.4,0.467,0.354,0.745,44.9,27.8,12.5,7.6,5.0,0.2,111.4,110.9,0.553,0.65,0.46,0.373,0.81,46.0,26.4,15.2,7.8,3.4,4.8,111.9,107.2,0.575,1,02/26/2022
Chicago Bulls,Memphis Grizzlies,0.672,0.458,0.34,0.734,48.7,25.2,13.3,10.0,6.3,4.7,113.1,108.8,0.548,0.65,0.483,0.375,0.816,43.6,24.5,13.1,7.1,4.6,2.3,113.4,111.3,0.584,0,02/26/2022
Milwaukee Bucks,Brooklyn Nets,0.517,0.466,0.349,0.805,44.9,24.9,13.8,7.1,5.3,-0.4,111.2,111.4,0.565,0.6,0.46,0.361,0.775,46.2,23.2,13.5,7.6,4.1,3.3,112.5,109.4,0.573,0,02/26/2022
Denver Nuggets,Sacramento Kings,0.361,0.457,0.344,0.766,43.3,23.3,14.1,7.1,4.6,-5.2,109.4,114.5,0.557,0.576,0.474,0.356,0.791,44.6,27.6,14.7,7.3,3.7,2.4,112.1,109.8,0.58,1,02/26/2022
Charlotte Hornets,Detroit Pistons,0.233,0.421,0.319,0.779,43.1,22.7,14.6,7.7,4.9,-9.9,103.2,113.0,0.523,0.492,0.458,0.356,0.736,44.2,26.7,13.1,8.5,4.8,-0.4,111.4,111.7,0.56,0,02/27/2022
Golden State Warriors,Dallas Mavericks,0.583,0.455,0.345,0.767,45.1,24.6,13.0,7.3,4.2,3.3,110.9,107.4,0.562,0.717,0.467,0.362,0.765,46.1,27.6,15.3,9.4,4.9,7.5,111.8,104.5,0.581,0,02/27/2022
Houston Rockets,LA Clippers,0.5,0.455,0.363,0.781,44.2,23.8,14.3,7.6,4.6,-0.8,107.5,108.3,0.558,0.254,0.451,0.343,0.713,41.7,22.7,16.7,7.2,4.5,-9.5,107.1,116.4,0.56,0,02/27/2022
Portland Trail Blazers,Denver Nuggets,0.583,0.474,0.356,0.791,44.6,27.6,14.7,7.3,3.7,2.4,112.1,109.8,0.58,0.417,0.448,0.354,0.763,44.4,23.1,14.1,7.7,4.7,-4.5,109.3,114.0,0.559,0,02/27/2022
Los Angeles Lakers,New Orleans Pelicans,0.4,0.447,0.327,0.794,46.2,25.2,14.7,7.7,4.3,-3.0,108.9,111.6,0.549,0.458,0.465,0.347,0.721,44.0,23.7,14.4,7.9,5.6,-1.5,108.7,110.1,0.561,0,02/27/2022
New York Knicks,Philadelphia 76ers,0.61,0.463,0.357,0.814,43.7,23.9,12.9,7.9,5.7,2.1,111.4,109.0,0.569,0.417,0.434,0.352,0.751,47.5,22.1,14.1,7.1,5.1,-1.8,108.2,110.4,0.545,0,02/27/2022
Phoenix Suns,Utah Jazz,0.627,0.474,0.362,0.783,46.9,22.8,14.5,7.3,5.0,7.0,115.9,109.1,0.593,0.817,0.482,0.359,0.793,45.9,27.0,13.0,8.6,4.3,7.9,113.4,105.5,0.577,0,02/27/2022
Indiana Pacers,Boston Celtics,0.581,0.455,0.345,0.814,47.1,24.1,14.2,7.3,6.1,5.8,110.7,104.9,0.565,0.328,0.458,0.335,0.758,45.0,24.8,14.4,7.0,5.6,-2.7,110.4,113.2,0.556,1,02/27/2022
Orlando Magic,Indiana Pacers,0.339,0.459,0.338,0.759,45.1,24.8,14.4,7.0,5.6,-2.3,110.7,113.1,0.557,0.23,0.434,0.33,0.787,43.7,23.3,14.8,6.9,4.7,-8.4,103.9,112.3,0.538,1,02/28/2022
Cleveland Cavaliers,Minnesota Timberwolves,0.525,0.447,0.346,0.763,44.1,24.8,14.3,8.4,5.8,1.0,111.5,110.3,0.558,0.6,0.465,0.352,0.754,46.3,25.9,15.3,7.4,4.5,4.2,109.8,105.6,0.565,0,02/28/2022
Brooklyn Nets,Toronto Raptors,0.542,0.442,0.353,0.754,45.8,22.5,13.2,9.3,4.8,0.7,111.0,110.3,0.541,0.525,0.466,0.349,0.803,44.8,24.9,13.7,7.1,5.3,-0.3,111.4,111.6,0.565,0,02/28/2022
Miami Heat,Chicago Bulls,0.639,0.482,0.376,0.815,43.6,24.4,13.0,7.1,4.5,2.2,113.2,111.3,0.583,0.656,0.462,0.373,0.807,45.7,26.3,15.1,7.8,3.3,4.8,112.2,107.5,0.577,1,02/28/2022
Oklahoma City Thunder,Sacramento Kings,0.355,0.457,0.344,0.766,43.3,23.3,14.1,7.1,4.6,-5.2,109.3,114.4,0.557,0.317,0.42,0.312,0.763,46.4,21.6,13.5,7.6,4.6,-6.7,102.1,108.8,0.518,0,02/28/2022
Memphis Grizzlies,San Antonio Spurs,0.393,0.469,0.355,0.745,44.9,27.9,12.6,7.6,5.0,0.1,111.6,111.2,0.555,0.677,0.458,0.34,0.735,48.9,25.1,13.3,9.9,6.4,4.7,113.1,108.7,0.548,1,02/28/2022
Milwaukee Bucks,Charlotte Hornets,0.484,0.459,0.357,0.735,44.2,26.6,13.2,8.5,4.8,-0.4,111.5,111.8,0.561,0.59,0.461,0.362,0.772,46.1,23.2,13.5,7.6,4.0,3.2,112.6,109.6,0.574,1,02/28/2022
Washington Wizards,Detroit Pistons,0.246,0.422,0.32,0.779,43.3,22.8,14.6,7.8,4.8,-9.7,103.4,113.1,0.523,0.45,0.465,0.332,0.781,44.3,24.5,13.6,6.5,5.0,-2.9,109.1,111.8,0.561,1,03/01/2022
Toronto Raptors,Brooklyn Nets,0.516,0.465,0.349,0.803,44.8,24.9,13.9,7.0,5.3,-0.9,111.1,111.9,0.564,0.55,0.443,0.355,0.751,45.8,22.7,13.2,9.5,4.8,1.3,111.3,110.1,0.542,1,03/01/2022
Boston Celtics,Atlanta Hawks,0.483,0.468,0.377,0.804,45.0,24.7,12.5,7.0,4.5,0.9,114.0,113.1,0.577,0.571,0.455,0.344,0.814,47.0,24.1,14.1,7.3,6.1,5.4,110.7,105.3,0.565,1,03/01/2022
Houston Rockets,LA Clippers,0.508,0.455,0.362,0.779,44.4,23.7,14.4,7.6,4.8,-0.8,107.4,108.2,0.558,0.25,0.45,0.344,0.711,41.7,22.8,16.5,7.2,4.5,-9.4,107.0,116.1,0.559,0,03/01/2022
Minnesota Timberwolves,Golden State Warriors,0.705,0.466,0.36,0.763,46.1,27.6,15.2,9.5,4.8,7.3,111.6,104.5,0.58,0.532,0.448,0.348,0.764,43.9,24.8,14.2,8.5,5.8,1.0,111.7,110.5,0.56,1,03/01/2022
Los Angeles Lakers,Dallas Mavericks,0.59,0.456,0.345,0.768,45.1,24.5,13.1,7.3,4.3,3.4,110.9,107.3,0.563,0.45,0.464,0.345,0.724,43.8,23.5,14.5,7.8,5.6,-1.9,108.4,110.3,0.56,0,03/01/2022
Philadelphia 76ers,New York Knicks,0.41,0.434,0.352,0.748,47.4,22.1,14.1,7.1,5.1,-2.0,108.1,110.5,0.545,0.617,0.463,0.357,0.816,43.6,23.9,12.8,7.9,5.7,2.4,111.5,108.9,0.57,1,03/02/2022
New Orleans Pelicans,Sacramento Kings,0.365,0.458,0.343,0.766,43.3,23.3,14.1,7.1,4.6,-4.8,109.6,114.2,0.558,0.41,0.448,0.329,0.791,46.2,25.2,14.7,7.8,4.3,-2.4,109.1,111.2,0.55,1,03/02/2022
Milwaukee Bucks,Miami Heat,0.661,0.462,0.374,0.807,45.6,26.4,15.1,7.8,3.4,4.9,112.2,107.4,0.577,0.597,0.461,0.362,0.774,46.3,23.3,13.5,7.5,4.0,3.6,112.9,109.5,0.575,1,03/02/2022
Denver Nuggets,Oklahoma City Thunder,0.311,0.421,0.312,0.762,46.2,21.6,13.6,7.6,4.6,-6.9,102.2,109.0,0.519,0.59,0.475,0.356,0.79,44.7,27.6,14.6,7.3,3.7,2.9,112.2,109.4,0.581,0,03/02/2022
Phoenix Suns,Portland Trail Blazers,0.41,0.447,0.351,0.762,44.4,23.1,14.1,7.7,4.6,-4.9,108.9,114.1,0.557,0.803,0.482,0.361,0.793,45.8,27.0,12.9,8.6,4.3,7.8,113.6,105.8,0.578,1,03/02/2022
Houston Rockets,Utah Jazz,0.633,0.474,0.363,0.781,46.9,22.8,14.5,7.3,5.0,6.9,116.2,109.4,0.593,0.246,0.449,0.343,0.711,41.7,22.7,16.5,7.2,4.5,-9.4,106.8,116.1,0.558,0,03/02/2022
Cleveland Cavaliers,Charlotte Hornets,0.476,0.458,0.357,0.732,44.1,26.5,13.1,8.4,4.7,-0.7,111.4,112.0,0.56,0.59,0.466,0.353,0.757,46.2,26.0,15.4,7.4,4.5,4.0,110.0,106.0,0.567,0,03/02/2022
Orlando Magic,Indiana Pacers,0.333,0.459,0.339,0.759,45.0,24.8,14.6,7.0,5.6,-2.5,110.6,113.2,0.558,0.242,0.435,0.33,0.786,43.6,23.3,14.7,6.9,4.7,-8.0,104.2,112.1,0.538,0,03/02/2022
Atlanta Hawks,Chicago Bulls,0.629,0.482,0.374,0.814,43.5,24.3,13.0,7.2,4.5,1.9,113.0,111.4,0.582,0.475,0.468,0.374,0.804,44.9,24.6,12.5,7.0,4.5,0.7,113.8,113.1,0.576,1,03/03/2022
Boston Celtics,Memphis Grizzlies,0.683,0.459,0.341,0.733,49.0,25.1,13.4,9.9,6.4,4.8,113.1,108.6,0.549,0.578,0.455,0.343,0.816,47.0,24.2,14.1,7.2,6.1,5.5,110.7,105.3,0.565,1,03/03/2022
Brooklyn Nets,Miami Heat,0.651,0.462,0.376,0.807,45.6,26.4,15.1,7.8,3.4,4.8,112.2,107.5,0.577,0.508,0.465,0.35,0.802,44.7,24.8,13.9,7.0,5.3,-0.9,111.2,111.9,0.565,0,03/03/2022
Toronto Raptors,Detroit Pistons,0.242,0.423,0.32,0.779,43.3,22.8,14.5,7.8,4.8,-9.6,103.7,113.2,0.524,0.557,0.443,0.354,0.753,45.8,22.8,13.2,9.4,4.8,1.3,111.4,110.2,0.542,0,03/03/2022
Dallas Mavericks,Golden State Warriors,0.694,0.466,0.359,0.765,46.0,27.5,15.2,9.5,4.8,6.9,111.6,104.8,0.58,0.597,0.457,0.344,0.765,45.2,24.5,13.1,7.3,4.3,3.4,110.9,107.4,0.563,1,03/03/2022
LA Clippers,Los Angeles Lakers,0.443,0.464,0.346,0.725,43.8,23.5,14.5,7.9,5.6,-1.9,108.4,110.3,0.56,0.516,0.455,0.363,0.781,44.6,23.7,14.4,7.6,4.8,-0.5,107.5,108.1,0.558,1,03/03/2022
San Antonio Spurs,Sacramento Kings,0.359,0.457,0.342,0.764,43.3,23.3,14.1,7.2,4.6,-5.2,109.4,114.4,0.557,0.387,0.468,0.354,0.745,44.8,27.9,12.6,7.6,4.9,-0.1,111.4,111.2,0.554,0,03/03/2022
Oklahoma City Thunder,Minnesota Timberwolves,0.54,0.45,0.348,0.765,43.8,24.9,14.2,8.5,5.7,1.3,111.9,110.5,0.561,0.323,0.422,0.315,0.761,46.2,21.7,13.6,7.7,4.7,-6.6,102.4,109.0,0.52,0,03/04/2022
Philadelphia 76ers,Cleveland Cavaliers,0.581,0.466,0.353,0.755,46.1,25.9,15.4,7.4,4.4,3.6,109.8,106.3,0.567,0.623,0.464,0.359,0.817,43.6,23.9,12.8,7.8,5.7,2.6,111.8,109.0,0.572,1,03/04/2022
Detroit Pistons,Indiana Pacers,0.344,0.459,0.339,0.76,45.0,24.7,14.6,7.0,5.6,-2.4,110.5,113.0,0.558,0.254,0.423,0.319,0.779,43.3,22.9,14.5,7.7,4.8,-9.4,103.8,113.2,0.524,1,03/04/2022
Washington Wizards,Atlanta Hawks,0.484,0.469,0.376,0.805,44.7,24.6,12.4,7.0,4.5,0.8,114.1,113.3,0.577,0.459,0.466,0.334,0.781,44.3,24.6,13.6,6.5,5.0,-2.8,109.3,111.9,0.562,0,03/04/2022
Toronto Raptors,Orlando Magic,0.238,0.435,0.33,0.787,43.7,23.3,14.8,7.0,4.7,-8.0,104.1,112.0,0.538,0.548,0.443,0.353,0.753,45.8,22.6,13.1,9.3,4.8,1.3,111.4,110.3,0.542,0,03/04/2022
Chicago Bulls,Milwaukee Bucks,0.603,0.461,0.363,0.777,46.4,23.2,13.5,7.5,4.0,3.5,112.9,109.6,0.575,0.619,0.484,0.376,0.814,43.3,24.4,13.1,7.1,4.5,1.8,113.3,111.7,0.584,0,03/04/2022
New Orleans Pelicans,Utah Jazz,0.639,0.475,0.363,0.78,46.9,22.9,14.5,7.4,5.0,6.9,116.2,109.5,0.594,0.419,0.451,0.33,0.792,46.3,25.3,14.7,7.8,4.3,-1.9,109.4,110.9,0.551,1,03/04/2022
Denver Nuggets,Houston Rockets,0.242,0.45,0.345,0.71,41.5,22.8,16.5,7.3,4.5,-9.3,107.0,116.1,0.559,0.581,0.474,0.354,0.792,44.8,27.6,14.7,7.4,3.7,2.7,112.1,109.5,0.581,1,03/04/2022
Phoenix Suns,New York Knicks,0.403,0.434,0.351,0.746,47.3,22.1,14.0,7.1,5.0,-2.2,108.2,110.8,0.544,0.806,0.482,0.361,0.794,45.8,27.1,13.0,8.6,4.4,8.1,113.7,105.6,0.579,1,03/04/2022
Los Angeles Lakers,Golden State Warriors,0.683,0.467,0.361,0.765,45.9,27.5,15.2,9.5,4.8,6.6,111.8,105.3,0.581,0.435,0.465,0.346,0.726,43.7,23.6,14.5,7.9,5.6,-2.3,108.5,110.7,0.561,1,03/05/2022
Dallas Mavericks,Sacramento Kings,0.369,0.457,0.341,0.766,43.3,23.3,14.1,7.1,4.6,-5.0,109.4,114.3,0.557,0.603,0.458,0.346,0.764,45.0,24.6,13.1,7.3,4.3,3.5,111.2,107.6,0.564,1,03/05/2022
Charlotte Hornets,San Antonio Spurs,0.381,0.468,0.354,0.742,44.7,27.9,12.5,7.6,4.9,-0.1,111.3,111.2,0.554,0.484,0.458,0.359,0.732,44.2,26.6,13.1,8.5,4.8,-0.4,111.6,111.8,0.561,1,03/05/2022
Memphis Grizzlies,Orlando Magic,0.25,0.434,0.33,0.789,43.8,23.3,14.7,7.0,4.7,-7.8,104.1,111.8,0.538,0.672,0.458,0.341,0.733,48.9,25.1,13.3,9.9,6.3,4.5,113.1,108.9,0.548,1,03/05/2022
Miami Heat,Philadelphia 76ers,0.629,0.465,0.36,0.819,43.4,23.9,12.8,7.8,5.7,2.6,112.0,109.2,0.574,0.656,0.463,0.375,0.807,45.5,26.4,15.1,7.8,3.4,4.8,112.3,107.6,0.578,1,03/05/2022
Minnesota Timberwolves,Portland Trail Blazers,0.403,0.446,0.352,0.762,44.2,23.1,14.2,7.8,4.6,-5.3,108.6,114.2,0.556,0.547,0.451,0.351,0.765,43.7,25.0,14.3,8.6,5.7,1.8,112.2,110.2,0.563,1,03/05/2022
Milwaukee Bucks,Phoenix Suns,0.81,0.482,0.363,0.794,45.6,27.1,12.9,8.6,4.3,8.0,113.7,105.7,0.579,0.609,0.461,0.362,0.774,46.4,23.2,13.5,7.5,4.0,3.6,113.0,109.6,0.575,1,03/06/2022
