Home,Away,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Date
Brooklyn Nets,Orlando Magic,0.167,0.423,0.326,0.772,44.9,22.2,15.5,6.6,4.8,-10.6,102.7,113.2,0.526,0.724,0.467,0.361,0.817,45.2,25.3,14.1,6.7,5.2,3.8,110.1,106.4,0.573,0,12/18/2021
Detroit Pistons,Houston Rockets,0.31,0.447,0.34,0.705,43.2,23.0,17.3,7.2,4.9,-6.9,104.9,111.6,0.554,0.148,0.412,0.313,0.791,42.4,21.5,15.3,8.2,4.9,-9.8,100.9,110.6,0.518,0,12/18/2021
Sacramento Kings,San Antonio Spurs,0.393,0.468,0.35,0.719,44.9,27.9,12.8,8.2,5.0,-0.6,109.2,109.5,0.548,0.4,0.453,0.33,0.751,44.6,22.0,14.0,7.1,4.8,-3.4,109.4,112.6,0.551,1,12/19/2021
Memphis Grizzlies,Portland Trail Blazers,0.4,0.451,0.352,0.783,44.2,23.3,14.1,7.8,4.8,-2.8,109.4,112.5,0.562,0.633,0.455,0.351,0.748,47.5,25.3,13.8,10.3,5.9,2.6,111.4,109.0,0.55,0,12/19/2021
Detroit Pistons,Miami Heat,0.6,0.463,0.368,0.796,45.6,26.0,15.5,7.5,3.2,3.5,110.6,107.2,0.573,0.143,0.414,0.311,0.788,42.3,21.8,15.5,8.2,4.9,-9.8,100.9,110.6,0.519,1,12/19/2021
Phoenix Suns,Charlotte Hornets,0.516,0.465,0.386,0.741,42.6,26.1,12.8,8.4,5.2,-1.0,113.7,114.3,0.57,0.821,0.475,0.362,0.791,44.9,25.8,13.7,8.7,3.9,6.4,109.9,103.7,0.57,1,12/19/2021
Chicago Bulls,Los Angeles Lakers,0.533,0.463,0.354,0.731,44.2,23.6,15.4,8.3,5.6,-0.7,106.3,107.1,0.558,0.63,0.465,0.368,0.814,43.7,23.5,13.6,7.9,4.7,2.6,109.6,106.8,0.565,1,12/19/2021
Minnesota Timberwolves,Dallas Mavericks,0.5,0.443,0.328,0.746,45.3,23.4,12.6,7.2,4.2,-0.2,107.9,108.2,0.543,0.483,0.427,0.339,0.766,44.9,22.7,15.4,8.9,5.6,0.0,107.0,106.9,0.537,1,12/19/2021
Boston Celtics,Philadelphia 76ers,0.5,0.457,0.346,0.814,43.1,23.1,12.9,8.2,6.1,-1.1,109.1,109.9,0.56,0.5,0.444,0.339,0.809,45.6,22.8,13.9,7.3,5.3,1.2,108.3,107.5,0.554,0,12/20/2021
Chicago Bulls,Houston Rockets,0.333,0.449,0.341,0.702,43.2,23.1,17.4,7.4,4.9,-6.4,105.1,111.3,0.555,0.643,0.464,0.367,0.814,43.7,23.4,13.5,7.9,4.7,2.7,109.7,106.8,0.564,1,12/20/2021
Memphis Grizzlies,Oklahoma City Thunder,0.321,0.413,0.311,0.75,46.4,20.6,14.1,7.3,4.9,-9.1,100.4,109.5,0.511,0.613,0.453,0.348,0.751,47.1,25.3,13.6,10.4,5.9,2.4,111.2,109.1,0.548,0,12/20/2021
LA Clippers,San Antonio Spurs,0.379,0.469,0.354,0.724,44.9,27.8,12.9,8.2,5.1,-0.8,109.5,110.0,0.549,0.533,0.451,0.362,0.783,44.1,23.1,15.0,8.0,4.4,1.1,106.3,105.4,0.556,0,12/20/2021
Utah Jazz,Charlotte Hornets,0.5,0.462,0.38,0.746,42.5,26.1,12.6,8.5,5.2,-1.9,113.2,114.8,0.566,0.69,0.481,0.371,0.774,47.4,23.0,14.8,7.3,5.4,10.6,117.2,106.8,0.602,1,12/20/2021
Golden State Warriors,Sacramento Kings,0.419,0.454,0.335,0.753,44.5,22.0,14.0,7.3,4.8,-3.1,109.9,112.7,0.552,0.8,0.469,0.362,0.756,47.1,28.1,16.1,9.2,4.9,10.4,111.7,101.3,0.584,1,12/20/2021
Miami Heat,Indiana Pacers,0.419,0.461,0.323,0.786,45.9,24.1,14.3,7.3,6.1,1.5,109.6,108.5,0.557,0.581,0.46,0.365,0.788,45.4,26.0,15.5,7.4,3.2,3.0,110.1,107.1,0.571,1,12/21/2021
New York Knicks,Detroit Pistons,0.172,0.416,0.309,0.786,42.5,21.9,15.5,8.0,4.8,-9.1,101.1,110.1,0.52,0.433,0.437,0.364,0.792,46.0,22.0,14.1,7.2,5.7,-1.6,108.9,111.0,0.552,1,12/21/2021
New Orleans Pelicans,Portland Trail Blazers,0.419,0.452,0.352,0.786,44.5,23.1,14.4,7.6,4.9,-2.6,109.4,112.3,0.563,0.323,0.435,0.339,0.789,47.5,25.0,15.4,7.7,4.1,-5.7,106.1,111.3,0.533,1,12/21/2021
Dallas Mavericks,Minnesota Timberwolves,0.5,0.428,0.342,0.767,44.7,22.9,15.2,8.8,5.6,0.2,107.4,107.1,0.54,0.483,0.443,0.327,0.754,45.3,23.6,12.6,7.2,4.2,-0.4,108.1,108.5,0.544,1,12/21/2021
Los Angeles Lakers,Phoenix Suns,0.828,0.478,0.368,0.788,45.2,26.0,13.8,8.5,4.0,7.3,110.6,103.5,0.574,0.516,0.464,0.354,0.728,44.3,23.6,15.5,8.2,5.6,-0.8,106.4,107.3,0.56,0,12/21/2021
Atlanta Hawks,Orlando Magic,0.194,0.423,0.326,0.775,45.0,22.1,15.5,6.6,4.7,-10.0,102.5,112.5,0.526,0.483,0.464,0.38,0.808,46.2,24.1,12.6,7.0,4.5,1.5,112.8,111.2,0.57,0,12/22/2021
Boston Celtics,Cleveland Cavaliers,0.613,0.463,0.36,0.792,46.0,25.8,16.1,7.8,4.5,6.0,109.3,103.3,0.57,0.484,0.445,0.337,0.809,45.5,22.5,14.0,7.4,5.3,1.0,108.0,107.5,0.554,1,12/22/2021
Oklahoma City Thunder,Denver Nuggets,0.517,0.468,0.349,0.772,43.2,26.5,13.9,7.6,4.1,0.3,109.6,109.7,0.568,0.345,0.413,0.311,0.747,46.4,20.7,14.1,7.3,5.0,-8.7,100.5,109.1,0.512,1,12/22/2021
Milwaukee Bucks,Houston Rockets,0.323,0.452,0.342,0.704,43.1,23.3,17.3,7.3,4.9,-6.6,105.7,112.2,0.558,0.594,0.452,0.359,0.752,47.0,22.5,14.4,7.8,4.4,2.7,109.9,107.1,0.561,1,12/22/2021
Sacramento Kings,LA Clippers,0.516,0.449,0.36,0.782,44.0,23.0,15.0,7.9,4.5,0.3,105.8,105.7,0.554,0.406,0.454,0.337,0.751,44.3,22.1,14.2,7.4,4.7,-3.4,109.6,112.8,0.552,0,12/22/2021
Indiana Pacers,Houston Rockets,0.313,0.451,0.34,0.703,43.3,23.2,17.2,7.1,5.0,-7.1,105.7,112.6,0.557,0.406,0.457,0.324,0.788,45.8,24.1,14.3,7.2,6.0,0.6,109.4,109.2,0.554,1,12/23/2021
Orlando Magic,New Orleans Pelicans,0.344,0.437,0.339,0.791,47.5,25.1,15.5,7.6,4.1,-5.1,106.5,111.1,0.536,0.219,0.424,0.325,0.774,45.0,22.3,15.3,6.8,4.7,-9.6,102.8,112.2,0.526,0,12/23/2021
Philadelphia 76ers,Atlanta Hawks,0.467,0.463,0.38,0.806,46.4,24.1,12.6,6.9,4.6,1.3,112.5,111.1,0.568,0.516,0.458,0.348,0.816,42.8,23.0,13.0,8.3,6.2,-0.9,109.1,109.7,0.562,0,12/23/2021
New York Knicks,Washington Wizards,0.516,0.463,0.322,0.769,44.9,23.8,13.8,6.5,5.1,-2.6,107.0,109.5,0.554,0.452,0.437,0.363,0.79,46.2,22.0,14.1,7.2,5.7,-1.1,108.8,110.3,0.551,0,12/23/2021
Miami Heat,Detroit Pistons,0.167,0.414,0.307,0.786,42.7,21.9,15.5,8.1,4.8,-9.3,100.8,110.0,0.517,0.594,0.461,0.369,0.788,45.7,26.1,15.3,7.3,3.3,3.9,110.7,106.9,0.573,1,12/23/2021
Dallas Mavericks,Milwaukee Bucks,0.606,0.451,0.359,0.756,47.0,22.6,14.2,7.8,4.3,3.3,110.3,107.0,0.561,0.5,0.444,0.327,0.757,45.4,23.8,12.6,7.3,4.1,0.0,108.5,108.5,0.546,0,12/23/2021
Phoenix Suns,Oklahoma City Thunder,0.367,0.415,0.308,0.75,46.9,20.7,14.0,7.3,4.9,-7.9,100.7,108.6,0.513,0.833,0.477,0.365,0.792,45.4,26.1,13.8,8.6,4.0,7.6,110.3,102.9,0.573,1,12/23/2021
Utah Jazz,Minnesota Timberwolves,0.484,0.429,0.341,0.769,44.6,23.0,15.3,8.6,5.6,-0.2,107.4,107.5,0.541,0.7,0.477,0.368,0.773,48.0,22.9,14.8,7.2,5.4,10.6,116.8,106.4,0.598,1,12/23/2021
Denver Nuggets,Charlotte Hornets,0.485,0.459,0.379,0.749,42.7,26.1,12.6,8.4,5.2,-2.2,112.7,114.5,0.564,0.5,0.465,0.347,0.763,43.1,26.3,13.9,7.6,4.2,-0.2,109.1,109.6,0.566,0,12/23/2021
Golden State Warriors,Memphis Grizzlies,0.594,0.45,0.348,0.752,47.2,25.2,13.5,10.4,5.8,2.2,110.8,108.8,0.546,0.806,0.471,0.364,0.755,46.9,28.1,16.1,9.3,5.0,10.5,111.8,101.2,0.585,1,12/23/2021
Los Angeles Lakers,San Antonio Spurs,0.4,0.468,0.353,0.723,45.6,28.1,12.8,8.3,5.1,0.0,109.6,109.4,0.547,0.5,0.462,0.349,0.725,44.3,23.3,15.5,8.2,5.5,-1.3,105.7,107.1,0.557,0,12/23/2021
Los Angeles Lakers,Brooklyn Nets,0.7,0.464,0.353,0.816,45.4,25.3,14.2,6.8,5.3,3.4,109.5,106.1,0.568,0.485,0.462,0.345,0.719,44.3,23.2,15.4,8.1,5.5,-2.1,105.7,107.9,0.555,0,12/25/2021
Utah Jazz,Dallas Mavericks,0.484,0.443,0.325,0.757,45.3,23.9,12.5,7.3,4.1,-0.2,108.2,108.4,0.545,0.71,0.478,0.369,0.771,47.9,23.1,14.8,7.2,5.5,10.6,117.1,106.7,0.6,1,12/25/2021
New York Knicks,Atlanta Hawks,0.484,0.462,0.378,0.808,46.5,24.0,12.8,6.9,4.6,1.3,112.4,111.0,0.567,0.438,0.438,0.361,0.793,46.2,21.9,13.9,7.0,5.6,-1.3,109.2,110.9,0.552,1,12/25/2021
Milwaukee Bucks,Boston Celtics,0.5,0.446,0.338,0.808,45.6,22.6,14.0,7.5,5.3,1.2,108.1,107.3,0.554,0.618,0.451,0.357,0.758,47.1,22.7,14.1,7.8,4.4,3.4,110.2,106.8,0.561,1,12/25/2021
Phoenix Suns,Golden State Warriors,0.813,0.472,0.367,0.756,46.7,28.2,16.2,9.3,5.1,10.5,112.0,101.4,0.587,0.839,0.477,0.365,0.788,45.6,26.1,13.8,8.6,4.1,7.7,110.4,102.8,0.573,0,12/25/2021
Washington Wizards,Philadelphia 76ers,0.5,0.457,0.344,0.82,42.8,23.0,12.9,8.3,6.2,-0.9,108.9,109.6,0.561,0.531,0.465,0.327,0.768,44.8,24.1,13.7,6.5,5.2,-2.3,107.7,109.8,0.558,0,12/26/2021
Oklahoma City Thunder,New Orleans Pelicans,0.364,0.437,0.342,0.794,47.5,25.0,15.3,7.5,4.0,-4.7,106.8,111.1,0.537,0.355,0.414,0.307,0.75,46.8,20.6,14.0,7.2,4.9,-8.1,100.7,108.7,0.511,1,12/26/2021
San Antonio Spurs,Detroit Pistons,0.161,0.415,0.313,0.789,42.7,21.9,15.5,8.1,4.8,-9.1,101.1,110.1,0.52,0.419,0.468,0.357,0.731,45.6,28.2,12.6,8.2,5.0,0.9,110.4,109.2,0.55,1,12/26/2021
Chicago Bulls,Indiana Pacers,0.424,0.459,0.324,0.785,46.0,24.3,14.4,7.2,6.0,0.9,109.9,109.4,0.556,0.655,0.466,0.371,0.819,43.4,23.8,13.3,7.9,4.7,3.1,110.8,107.5,0.568,1,12/26/2021
LA Clippers,Denver Nuggets,0.484,0.464,0.347,0.763,43.4,26.2,13.9,7.6,4.1,-0.5,109.0,109.7,0.564,0.531,0.451,0.358,0.785,44.1,23.1,14.9,8.0,4.4,0.8,105.9,105.3,0.555,0,12/26/2021
Cleveland Cavaliers,Toronto Raptors,0.483,0.44,0.343,0.765,46.0,22.3,12.9,9.5,4.9,1.2,110.1,108.8,0.534,0.594,0.46,0.356,0.793,46.2,25.6,16.1,7.8,4.5,5.5,109.0,103.5,0.567,1,12/26/2021
Miami Heat,Orlando Magic,0.212,0.424,0.324,0.778,45.0,22.2,15.2,6.8,4.9,-9.5,103.0,112.3,0.526,0.606,0.462,0.369,0.791,45.6,26.0,15.3,7.2,3.2,3.8,110.8,107.1,0.574,1,12/26/2021
Sacramento Kings,Memphis Grizzlies,0.576,0.45,0.347,0.754,47.1,25.0,13.5,10.4,5.8,1.9,110.7,109.1,0.545,0.394,0.453,0.336,0.751,44.2,22.2,14.4,7.4,4.7,-3.8,109.1,112.7,0.551,0,12/26/2021
Minnesota Timberwolves,Boston Celtics,0.485,0.445,0.34,0.809,45.6,22.6,14.0,7.6,5.4,1.1,108.3,107.6,0.554,0.469,0.43,0.342,0.769,44.6,23.2,15.2,8.6,5.5,-0.6,107.7,108.1,0.541,1,12/27/2021
Phoenix Suns,Memphis Grizzlies,0.588,0.45,0.346,0.756,47.3,25.3,13.5,10.4,5.8,2.6,111.2,108.9,0.545,0.813,0.477,0.365,0.794,45.4,25.9,13.8,8.5,4.1,7.2,110.5,103.4,0.574,0,12/27/2021
Portland Trail Blazers,Dallas Mavericks,0.469,0.443,0.325,0.763,45.2,23.7,12.6,7.3,4.0,-0.3,108.3,108.7,0.545,0.406,0.452,0.353,0.785,44.2,23.0,14.4,7.8,4.9,-2.9,109.3,112.5,0.563,0,12/27/2021
LA Clippers,Brooklyn Nets,0.71,0.465,0.356,0.816,45.2,25.5,14.1,6.7,5.4,3.5,109.8,106.3,0.569,0.515,0.451,0.357,0.781,44.1,23.2,14.9,8.0,4.5,0.7,105.8,105.3,0.554,0,12/27/2021
San Antonio Spurs,Utah Jazz,0.719,0.477,0.368,0.77,47.9,23.1,14.8,7.2,5.5,10.4,117.1,106.9,0.599,0.438,0.471,0.361,0.734,45.7,28.4,12.8,8.1,5.0,2.0,111.0,108.9,0.554,0,12/27/2021
Atlanta Hawks,Chicago Bulls,0.667,0.469,0.374,0.816,43.3,23.6,13.4,7.8,4.7,3.3,110.8,107.5,0.57,0.469,0.46,0.377,0.803,46.6,24.0,12.8,6.9,4.6,0.8,111.9,110.9,0.564,0,12/27/2021
Charlotte Hornets,Houston Rockets,0.303,0.451,0.342,0.706,43.0,23.1,17.1,7.2,5.0,-7.2,106.0,113.0,0.558,0.5,0.458,0.377,0.753,42.9,26.1,12.6,8.5,5.2,-1.9,112.7,114.2,0.563,1,12/27/2021
Orlando Magic,Milwaukee Bucks,0.629,0.452,0.357,0.756,47.1,22.7,14.1,7.8,4.4,3.4,110.4,107.0,0.561,0.206,0.424,0.323,0.775,45.1,22.1,15.3,6.8,4.9,-9.5,102.6,112.1,0.526,0,12/28/2021
Miami Heat,Washington Wizards,0.515,0.463,0.324,0.763,44.8,24.0,13.6,6.5,5.0,-2.9,107.5,110.2,0.555,0.618,0.46,0.367,0.787,45.9,26.2,15.3,7.2,3.1,4.0,110.6,106.7,0.571,1,12/28/2021
New Orleans Pelicans,Cleveland Cavaliers,0.606,0.463,0.359,0.794,46.2,25.9,16.0,7.9,4.5,6.7,109.8,103.1,0.57,0.353,0.436,0.338,0.797,47.5,25.0,15.2,7.6,4.0,-4.7,106.8,111.1,0.536,1,12/28/2021
Houston Rockets,Los Angeles Lakers,0.471,0.461,0.344,0.725,44.4,23.3,15.4,8.1,5.5,-2.2,105.9,108.2,0.555,0.294,0.45,0.341,0.705,43.0,23.0,17.2,7.2,4.9,-7.7,105.7,113.2,0.557,0,12/28/2021
Minnesota Timberwolves,New York Knicks,0.455,0.438,0.363,0.786,46.4,22.1,13.8,7.0,5.6,-0.8,109.2,110.5,0.552,0.485,0.43,0.344,0.768,44.9,23.4,15.2,8.6,5.5,-0.4,107.7,107.9,0.541,0,12/28/2021
Sacramento Kings,Oklahoma City Thunder,0.375,0.415,0.309,0.748,46.7,20.7,13.9,7.2,4.9,-7.6,101.1,108.7,0.514,0.382,0.452,0.336,0.756,44.0,22.2,14.5,7.3,4.9,-4.4,108.9,113.1,0.551,1,12/28/2021
Golden State Warriors,Denver Nuggets,0.5,0.462,0.348,0.766,43.6,26.3,13.9,7.6,4.1,-0.4,108.9,109.5,0.562,0.818,0.472,0.367,0.759,46.7,28.2,16.1,9.4,5.2,10.5,112.3,101.8,0.587,0,12/28/2021
Toronto Raptors,Philadelphia 76ers,0.515,0.458,0.345,0.821,43.1,23.1,12.9,8.2,6.3,-0.3,109.4,109.3,0.562,0.467,0.439,0.34,0.762,45.8,22.3,13.2,9.5,4.8,-0.4,109.4,109.6,0.533,0,12/28/2021
Detroit Pistons,New York Knicks,0.471,0.437,0.364,0.777,46.7,22.1,13.9,6.9,5.6,-0.5,109.0,110.0,0.55,0.156,0.414,0.311,0.787,42.6,21.7,15.4,8.1,4.8,-9.8,101.1,110.8,0.519,0,12/29/2021
Indiana Pacers,Charlotte Hornets,0.514,0.46,0.379,0.754,42.7,26.3,12.7,8.6,5.2,-1.1,112.8,113.7,0.566,0.412,0.459,0.323,0.783,46.0,24.2,14.2,7.3,6.0,0.7,109.9,109.5,0.555,0,12/29/2021
Boston Celtics,LA Clippers,0.5,0.449,0.358,0.78,44.2,23.2,14.8,8.0,4.5,0.2,105.9,105.8,0.552,0.471,0.443,0.34,0.807,45.8,22.6,14.0,7.6,5.5,0.9,108.2,107.6,0.553,0,12/29/2021
Chicago Bulls,Atlanta Hawks,0.455,0.459,0.379,0.806,46.6,24.0,12.7,6.8,4.6,0.4,112.1,111.5,0.565,0.677,0.471,0.378,0.814,43.4,23.8,13.3,7.7,4.8,3.6,111.5,107.9,0.573,1,12/29/2021
Memphis Grizzlies,Los Angeles Lakers,0.486,0.463,0.345,0.726,44.5,23.4,15.3,8.1,5.5,-1.9,106.6,108.6,0.557,0.6,0.452,0.347,0.756,47.4,25.2,13.6,10.4,5.8,2.5,111.3,109.0,0.547,1,12/29/2021
Phoenix Suns,Oklahoma City Thunder,0.364,0.415,0.309,0.753,46.6,20.5,13.7,7.2,4.9,-7.6,101.2,108.7,0.514,0.788,0.477,0.365,0.797,45.2,25.9,13.8,8.6,4.0,7.0,110.6,103.7,0.573,1,12/29/2021
Portland Trail Blazers,Utah Jazz,0.727,0.477,0.366,0.77,48.0,23.0,14.8,7.3,5.4,10.2,116.6,106.6,0.597,0.394,0.451,0.351,0.788,43.9,22.9,14.3,7.7,4.9,-3.3,109.6,113.2,0.564,0,12/29/2021
Sacramento Kings,Dallas Mavericks,0.485,0.446,0.326,0.761,45.1,24.2,12.6,7.2,4.0,0.2,109.2,109.0,0.549,0.4,0.451,0.34,0.756,44.3,22.2,14.3,7.2,5.0,-4.1,108.9,112.9,0.551,1,12/29/2021
Washington Wizards,Cleveland Cavaliers,0.588,0.462,0.358,0.795,46.2,26.0,15.8,7.9,4.4,6.4,109.8,103.4,0.569,0.5,0.464,0.327,0.764,44.9,24.2,13.7,6.4,5.0,-3.0,107.8,110.7,0.557,1,12/30/2021
Brooklyn Nets,Philadelphia 76ers,0.529,0.458,0.349,0.822,43.1,23.1,12.8,8.2,6.2,-0.1,109.7,109.5,0.564,0.719,0.468,0.357,0.813,45.3,25.6,14.1,6.7,5.5,3.9,110.3,106.4,0.572,0,12/30/2021
Orlando Magic,Milwaukee Bucks,0.639,0.455,0.36,0.755,46.9,23.0,14.0,7.7,4.4,3.8,110.8,107.1,0.564,0.2,0.425,0.323,0.778,44.8,22.2,15.2,6.8,4.9,-9.7,102.8,112.5,0.528,0,12/30/2021
Houston Rockets,Miami Heat,0.629,0.46,0.37,0.791,45.9,26.2,15.1,7.4,3.2,4.1,111.1,107.0,0.571,0.286,0.452,0.344,0.707,42.6,23.0,17.1,7.3,5.0,-7.7,106.2,113.7,0.559,0,12/31/2021
Cleveland Cavaliers,Atlanta Hawks,0.441,0.46,0.38,0.802,46.2,24.0,12.6,6.8,4.6,0.0,112.1,112.0,0.565,0.571,0.46,0.357,0.791,46.2,25.8,15.7,7.8,4.4,5.7,109.5,103.7,0.567,0,12/31/2021
Toronto Raptors,LA Clippers,0.514,0.448,0.359,0.781,44.5,23.1,14.9,7.9,4.5,0.4,105.8,105.5,0.551,0.452,0.439,0.341,0.764,45.8,22.4,13.1,9.5,4.9,-0.5,109.6,110.0,0.534,1,12/31/2021
Oklahoma City Thunder,New York Knicks,0.486,0.436,0.361,0.781,46.8,22.0,14.0,7.1,5.6,-0.2,108.7,109.4,0.549,0.353,0.414,0.306,0.756,46.5,20.5,13.7,7.1,4.8,-7.9,101.1,109.0,0.513,1,12/31/2021
Memphis Grizzlies,San Antonio Spurs,0.424,0.471,0.36,0.73,45.6,28.3,12.7,8.1,5.0,1.7,110.6,108.7,0.552,0.611,0.451,0.346,0.759,47.3,25.0,13.6,10.5,5.8,2.6,111.2,108.9,0.546,1,12/31/2021
Boston Celtics,Phoenix Suns,0.794,0.476,0.365,0.795,45.5,25.8,13.8,8.5,4.1,7.3,110.8,103.6,0.573,0.457,0.44,0.332,0.806,46.1,22.6,13.9,7.6,5.6,0.6,107.8,107.5,0.548,1,12/31/2021
Utah Jazz,Minnesota Timberwolves,0.471,0.429,0.34,0.765,45.0,23.4,15.1,8.5,5.7,-0.6,107.3,107.8,0.539,0.735,0.478,0.364,0.764,48.0,23.0,14.7,7.2,5.4,10.4,116.9,106.7,0.597,1,12/31/2021
Indiana Pacers,Chicago Bulls,0.688,0.476,0.38,0.813,43.2,24.2,13.3,7.8,4.8,3.9,112.0,108.0,0.577,0.4,0.458,0.325,0.777,45.9,24.2,14.3,7.3,6.0,0.4,109.6,109.5,0.554,0,12/31/2021
Los Angeles Lakers,Portland Trail Blazers,0.382,0.45,0.351,0.785,44.0,22.9,14.2,7.6,4.8,-3.7,109.6,113.6,0.563,0.472,0.462,0.346,0.727,44.4,23.5,15.4,8.0,5.5,-2.0,106.5,108.6,0.557,1,12/31/2021
Sacramento Kings,Dallas Mavericks,0.471,0.447,0.327,0.76,45.0,24.2,12.6,7.3,4.1,0.1,109.0,108.9,0.549,0.417,0.452,0.341,0.758,44.3,22.2,14.4,7.2,4.9,-4.0,108.8,112.7,0.551,0,12/31/2021
Milwaukee Bucks,New Orleans Pelicans,0.371,0.437,0.342,0.796,47.5,25.0,15.2,7.5,4.2,-4.5,107.0,111.0,0.538,0.649,0.456,0.36,0.763,46.9,23.0,14.0,7.6,4.4,4.2,111.4,107.3,0.566,1,01/01/2022
Washington Wizards,Chicago Bulls,0.697,0.474,0.382,0.815,43.2,24.1,13.3,7.9,4.8,3.8,111.9,108.0,0.576,0.514,0.465,0.327,0.761,45.0,24.3,13.6,6.5,5.1,-2.4,108.1,110.3,0.557,0,01/01/2022
Detroit Pistons,San Antonio Spurs,0.412,0.469,0.359,0.726,45.6,28.2,12.6,8.0,5.0,1.3,110.4,109.0,0.551,0.152,0.413,0.312,0.786,42.6,21.6,15.5,8.2,4.8,-9.8,100.7,110.4,0.518,1,01/01/2022
Houston Rockets,Denver Nuggets,0.515,0.46,0.345,0.762,43.7,26.3,14.0,7.7,4.1,-0.2,108.5,108.9,0.56,0.278,0.452,0.344,0.709,42.6,22.9,17.1,7.3,5.0,-7.8,106.2,113.7,0.559,0,01/01/2022
Brooklyn Nets,LA Clippers,0.5,0.449,0.361,0.784,44.3,23.3,14.9,7.9,4.6,0.2,106.0,105.9,0.553,0.697,0.468,0.354,0.811,45.6,25.5,14.3,6.7,5.6,3.5,110.2,106.7,0.571,0,01/01/2022
Utah Jazz,Golden State Warriors,0.794,0.471,0.366,0.748,46.6,28.0,16.1,9.4,5.1,10.1,111.7,101.6,0.585,0.743,0.478,0.365,0.769,48.0,22.8,14.8,7.1,5.4,10.4,117.0,106.7,0.598,0,01/01/2022
Sacramento Kings,Miami Heat,0.639,0.46,0.371,0.793,45.8,26.0,15.0,7.4,3.3,4.3,111.2,107.0,0.572,0.405,0.451,0.341,0.759,44.0,22.3,14.3,7.2,4.9,-4.3,108.6,112.8,0.55,1,01/02/2022
Cleveland Cavaliers,Indiana Pacers,0.389,0.456,0.323,0.777,46.2,24.2,14.4,7.3,6.0,0.3,109.5,109.5,0.553,0.556,0.463,0.356,0.784,46.2,25.9,15.6,7.6,4.5,5.5,109.9,104.4,0.569,1,01/02/2022
Oklahoma City Thunder,Dallas Mavericks,0.486,0.449,0.328,0.763,45.1,24.4,12.7,7.2,4.2,0.6,109.3,108.7,0.551,0.371,0.414,0.31,0.755,46.7,20.5,13.6,7.1,4.8,-7.2,101.1,108.3,0.513,0,01/02/2022
Los Angeles Lakers,Minnesota Timberwolves,0.457,0.429,0.34,0.761,44.8,23.4,15.0,8.5,5.6,-0.9,107.3,108.2,0.539,0.486,0.465,0.35,0.732,44.4,23.6,15.2,7.9,5.6,-1.1,107.3,108.6,0.561,1,01/02/2022
Boston Celtics,Orlando Magic,0.194,0.427,0.324,0.778,44.4,22.3,15.1,6.7,4.8,-9.9,103.2,113.1,0.53,0.472,0.442,0.333,0.808,46.2,22.8,14.0,7.6,5.6,1.0,108.3,107.5,0.55,1,01/02/2022
Toronto Raptors,New York Knicks,0.472,0.434,0.356,0.774,46.9,21.8,13.9,7.1,5.5,-0.7,108.1,109.2,0.546,0.469,0.438,0.34,0.764,46.1,22.3,12.9,9.4,4.8,-0.3,109.9,110.1,0.533,1,01/02/2022
Charlotte Hornets,Phoenix Suns,0.771,0.474,0.363,0.798,45.3,25.7,13.7,8.6,4.1,6.7,110.8,104.2,0.571,0.528,0.462,0.379,0.747,42.8,26.3,12.7,8.7,5.2,-0.9,112.8,113.4,0.566,0,01/02/2022
Philadelphia 76ers,Houston Rockets,0.27,0.451,0.345,0.714,42.4,22.8,17.1,7.4,4.9,-7.9,106.3,114.0,0.56,0.543,0.456,0.351,0.818,43.2,23.1,12.7,8.3,6.2,0.1,109.9,109.5,0.562,1,01/03/2022
Washington Wizards,Charlotte Hornets,0.514,0.461,0.375,0.742,42.6,26.2,12.8,8.7,5.3,-1.8,112.3,113.7,0.565,0.5,0.467,0.324,0.763,44.9,24.3,13.5,6.5,5.0,-2.4,108.2,110.5,0.559,1,01/03/2022
Brooklyn Nets,Memphis Grizzlies,0.622,0.452,0.347,0.756,47.6,25.1,13.6,10.4,5.9,2.9,111.4,108.7,0.546,0.676,0.466,0.354,0.812,45.8,25.5,14.3,6.7,5.5,3.3,110.3,106.9,0.57,0,01/03/2022
Milwaukee Bucks,Detroit Pistons,0.176,0.412,0.31,0.786,43.1,21.4,15.6,8.3,4.8,-9.5,100.8,110.2,0.518,0.658,0.458,0.364,0.764,46.9,23.0,14.0,7.7,4.4,4.6,111.8,107.2,0.569,0,01/03/2022
Chicago Bulls,Orlando Magic,0.189,0.426,0.324,0.779,44.3,22.1,15.1,6.8,4.7,-9.8,103.1,112.9,0.53,0.706,0.474,0.386,0.816,43.2,23.9,13.3,7.7,4.8,3.7,112.0,108.2,0.577,1,01/03/2022
New Orleans Pelicans,Utah Jazz,0.722,0.477,0.363,0.769,47.9,22.7,14.7,7.1,5.2,9.9,117.0,107.1,0.597,0.361,0.436,0.341,0.789,47.4,25.0,15.1,7.5,4.2,-5.0,106.9,111.5,0.537,0,01/03/2022
